id,text,label
40338,"VA DAM CLASA ORINDE SI ORICAND(FOTBAL,RUGBY,POLO)ULTIMU EX A FOST LA HANDBAL UNDE NE-AM PISSSAT PE VOI BERBECILOR !FORZZA [PERS]!",INSULT
12804,"Scrie o femeie un articol si gata, va ganditi numai la pornografie. V-ati luat si de Maria Andries, de parca toate femeile care ajung sus ar trebui sa treaca prin paturile la toti temrinatii. Reeducati-va si apoi scrieti, nu poate sa aiba un barbat ganduri decente despre o femeie din cauza voastra, pentru ca le vedeti doar ca pe obiecte sexuale. Ne contaminati, plecati de pe forumurile de sport, nu avem nevoie de vocabularul asta",OTHER
12692,Trebuia sa spui de Copog gura matii de cioban nici tu nu te pricepi la fotbat ai besi Forza [ORG] trecem de wolfsburg,ABUSE
21635,"ZUZU mananci kkt,daca numele de [PERS] iti suna ungureste inseamna ca esti un cretin congenital,handicapatule!Oricum ungurii sunt de 10 ori mai civilizarti decat voi miticilor!",ABUSE
7286881,"Dinu era beat când a dat interviul? Întâmplător știu meciurile, chit că eram copil. Tocmai am revăzut pe [ORG] golul lui Augustin din meciul cu [PERS] Minsk, că e șocant ce zice. Unde naiba a văzut el gol cu umărul?! O lovitură cu capul mai curată și mai bine plasată ca aia nici la [PERS] nu vedeai.",PROFANITY
25289,"Ca intotdeauna spurcatul si-a dat drumul la gura cum a dat de putina telemea, dar oricum noi alb visinii ne vom bucura mereu la fiecare gol al lui [ORG], [ORG] si [PERS]... Frumoasa grupa in care ste-OAIA  va face 0 pcte. Oricum imp e ca are ciobanul ches in buzunar sa aiba cu ce sa cumpere brichete si valize pt campionatul asta, ca doar pe baza asta s-au realizat mereu ""performantele"" lor, numai ca anul asta e din nou visiniu!",ABUSE
1711011,v-ati pierdut mitileeeeeeeeee? cum dracu sa il vindeti pe BORNESCU??? mai bine il vinzi pe [PERS] nea [PERS] are salariu mai mare :)) ... si il lasi pe straton sa creasca langa [PERS] :D,PROFANITY
22651,"Ma [PERS] ,cacanarule de ce ma jigodie il faci tigan pe [PERS] cand tu ar trebui sa dai exemplu ptr. ca esti antrnor ,uiti ca tu ai echipa plina de bruneti ma rasistule am crezut ca te-ai maturizat dar se vede ca jigodie ai fost ca jucator asa esti si acum lasa ca veniti voi in Ghencea o sa-ti rozi unghiile 90 min. de abia o sa astepti sa se termine meciul o sa fiti umiliti.3-4-0 o sa luati looserilor.",ABUSE
23854,ARMATAULTRA marsh in pizda ma-tii de poponar incompetent!,ABUSE
22619,Puteti sa croncaniti cat vreti!... Noi luam campionatul! :-D))),ABUSE
25639,"da..mai nene [ORG] e mai buna ca [ORG] [ORG] si sa le fie rusine ca sau lasat invinsi..cum domnule [ORG]  o echipa de sampion lig  sa fie invinsa de  ultima clasata ...hmmm miroase a blat .....ce prosti suntem
Miroase a blat in mintea  a u r o l a c i l o r de [ORG] in frunte cu al lor cioban
semnat:  un roman din bucuresti",ABUSE
27204,"il huiduim il injuram,dar e al nostru si il iubim.Trece printr o faza mai proasta,orice jucator are unele greutati la un momentdat in cariera,o sa isi revina",OTHER
32600,"Ne reintoarcem la vremurile comuniste la [PERS]. [ORG] din ka*kat s-a nascut, in ka*kat traieste. Voi suneti suporteri bai [ORG]? Voi sunteti niste je*gi de oameni de doi lei bah. Coruptie si minciuna scrie pe voi.
Nu, nu am simpatii [ORG] dar voi sunteti ultimii oameni.",INSULT
23954,ioana......t mananca...si n are cine t scarpina????? du te fetitzo si impusca te k faci umbra pamantului degeaba....penalo,ABUSE
4538390,"acum am inteles, initial am inteles altceva.
acum e clar.
si tu si alti cativa faceti o mare confuzie:
am fost si sunt inca pe forumul asta din 2006, nu doar la victoriile lui [PERS] fata de [ORG], ci si invers. si voi fi aici si cand se va schimba roata. stii de ce ? din pacate trebuie sa te trezesc din vise uneori: istoria e ciclica, amigo... e a dracu de ciclica..))) asa ca, te dezamagesc, stiu si regret, dar.... la urma urmei, tot o sa va dam papara, din nou..)))) capisci tuto, certo !",PROFANITY
33172,"Urata aniversare a 22 de ani dela castigarea CCE in 1986,spunem  ca  actuala [ORG] nu va  reliza sa castige 1000 de ani cu [PERS] la carma,Tate echipele din lume au  jucatori straini si sunt finantate de mari miliardari ai lumi,dece o echipa ca [ORG] sa  nu castige un campionat ,ma.m saturat de  mizeria din fotbalulm romanesc,sa mai castige si provincia,Felicit din inima  pe jucatorii [ORG] pt.marea performanta si le urez o prestatie  buna la toamna.Videl ,parinti mamei mele sunt din [ORG].8.o52008",OTHER
24045,Respect [ORG]! Cat despre [ORG] nu o sa ajunga niciodata la nivelul Iasului.,OTHER
15228,"ca si raj kacourul asta .toti olteni se fac mari fani [ORG] ,dar de fapt in sinea lor tin cu o echipa adevarata care joaca fotbal.ca este [ORG],[PERS],[ORG],[ORG],[ORG],[PERS],[ORG],[ORG],nu conteaza sigur craioveni tin cu una din astea.",OTHER
16435,intra pe veveve.myp2p si vezi acolo meciul cu sopcast,OTHER
23956,"ba in mortii vostri de [ORG] spurcati ce sunteti , cu mamele voastre tarfe , ce p,ula mea comentatii despre lucesti cand naveti o treaba cu footballu , de handicapati ce suntei , bagavasa p'ula in gat de terminati ce sunteii, ca trebuie sa se reia meciu , dar va e frica ca [ORG] va calca in picioare de spurcati ce sunteti.MULTA M,UIE echipei DE SPURCATI [ORG]",ABUSE
40382,"ce-as muri de ras sa faca [PERS] meciu` vietii, sa va dea peste nas la toti :))",OTHER
24909,Hai ca asta este buna!!!Arbitrii descoperiti de [PERS].Poate cei care i-a promovat [PERS] pe sarsanale si acuma nu mai pot sa-si recupereze investitiile sau sa-si plateasca ratele catre [PERS].Hai ca m-ai facut fericit astazi.Hahahahahaha.,OTHER
15502,sir_mircea  ai mare dreptate dar unde nu-i cap vai de clasament :)))))))),OTHER
12641,"Pt. ala care crede ca sunt [ORG]: Nu tin cu aceasta echipa, de fapt n-am nicio favorita in din [ORG], desi cred ca singura echipa care nu se murdareste in mocirla granzilor este [ORG]. Si anul acesta nu vreau sa castige neaparat [ORG], [ORG] sau [ORG], ci imi doresc sa castige provincia impotriva suprematiei nedrepte din capitala. 
P.S.: esti ca oricare suporter [ORG], o rusine pt fotbalul romanesc din ziua de azi.",OTHER
986367,Care [ORG] [ORG]??? Ar trebui draq sa cautati pe unu care stie ce echipe sunt in [ORG] si nu se faca programul dupa ureche;)!,PROFANITY
35087,gunoaiele [ORG] se rezuma la furaciuni ca sa mai prinda si ei [ORG]...altadata se pregateau pentru sampion lig,INSULT
35346,"M.... [ORG] M.... [ORG] HEY HEY!!! 
OLEEEEEE OLEEEEE [ORG]..... M.......
CE  CAUTA [PERS] CU CARTU LA RESTAURANT? cum s-a inscris primul gol? nimeni nu era la bara la poarta lui stanca! deci.... [PERS] SA NU MAI VB DE DUMNEZEU!!! CA NU ARE EL NICI O TREABA CU DUMNEZEU!!!!!!!",OTHER
27489,"Da mai terminati odata cu [ORG] si rezultatele ei. Ce a facut? In 86 [ORG] a castigat CCE. Cum aducea [ORG] jocatori la echipa? Cum l-a adus si p G. [PERS]? CU FORTA. 
[ORG] + [PERS] + Victoria + Scornicesti au distrus echipe frumoase ca si [ORG], Arges, [ORG].
Din pacate au mai ramas doua dinte care nu stiu pe care sa o urasc mai mult. Echipe comuniste!!. Ar trebuie retrase toate titlurile din perioada 75-90. 
Anti [ORG], [PERS] (stati pe pace, nu sunt [ORG]).
Va salut cu .....",OTHER
15912,s-O F*U*T PE MATA pORCEA ... MORTZII MATII DE HANDICAPAT !!,ABUSE
39952,"Pentu echipa [PERS]: La primul meci, in deplasare, sa aveti un bener identic cu cel de la [PERS]: ne vrem suporterii inapoi!!",OTHER
13282,taci dreaq bha si veziti de echipa ta de ciunti sa nu retogradati dreaq stergete la gura inaite sa vb de [ORG] bha ciudatule,INSULT
43137,"presimt in urina ca [ORG] va face o faza frumoasa,in aceasta seara sunt foarte sigur ca le vom distruge armurile si vom castiga cu un scor rusinos pt ei de 4-0.Lupta [ORG],lupta pt noi....[PERS] sa visam si sa ne bucuram",OTHER
13468,"[PERS] sa-mi bag pla in ma`ta , cand vreodata in viata lui infecta o sa fie marcel [PERS] mai bun decat Florea Dumitrache bai bulangiule, fututi mortii matii de zdreantaa.",ABUSE
27002,"pt magica [ORG], esti un dobitoc, vad cat de importanta este [ORG] pt tine dupa cum ii scrii numele, dar un oligofren ce dracului sa-i ceri. Nivelul tau de a aprecia valorile este undeva la mii de km sub pamant, numai tampitii si cei fara pic de scoala pot spune ""fortza [PERS]""",ABUSE
39597,"SA VEZI PE CE LOC TERMINA [ORG]-UL!!!!!!

LOCUL 5,6? NU ESTE POSIBIL?!

BA DA!

CLUJEAN SA NU FI SI SA NU AI PROBLEME CU 

INIMA. IN REST CARTILE SUNT ARUNCATE SI 

TOTUL SE REDUCE LA PRESIUNILE BUCURESTIULUI.

TARA DEKAKAT!




SA VEZI PE CE LOC TERMINA [ORG]-UL!!!!!!

LOCUL 5,6? NU ESTE POSIBIL?!

BA DA!

CLUJEAN SA NU FI SI SA NU AI PROBLEME CU 

INIMA. IN REST CARTILE SUNT ARUNCATE SI 

TOTUL SE REDUCE LA PRESIUNILE BUCURESTIULUI.

TARA DEKAKAT!",PROFANITY
18095,"Domnule Schiopu, tot ce-ati scris e mai degraba  'batul prin gard' decat o analiza competenta. Probabil ca nu sunteti fan [ORG] si pozitia lor in campionat va cam enerveaza. Nici eu nu sunt dar imi place sa vad fotbal de calitate. [ORG] joaca fotbal. Au oamenii bani, fac ce vor cu ei. Campionatul se termina tocmai la vara. Daca ies prost atunci, vor fi primii care sa-si dea seama.",OTHER
34049,Unde in lume se poate sa mai existe unstaelit al unei echipe in aceeasi divizie si unde un patron mai premiaza adversarele.Asta e fotbalul Romanesc.Unde in lume se poate sa mai existe unstaelit al unei echipe in aceeasi divizie si unde un patron mai premiaza adversarele.Asta e fotbalul Romanesc.,OTHER
20694,"Sunteti incredibili...
de unde stii tu ca sunt ""bozgor""????
va luati toti dupa bravul vostru conducator...(ca oile)bozgorii,bozgorii....
stau in ghencea pe aleea tincani,si am fost [ORG] dar de cand cu stapanul vostru la [ORG],mi-e rusine sa zic ca tin cu [ORG] si atunci am spus pas.Asa ca poti sa te impuisti singur fraiere.",ABUSE
990609,"Cum a spus Mafiotul in declaratia sa:
""Macar daca fac astfel de practici sa fie dracului atenti sa nu fie prinsi"".",PROFANITY
25945,"HAHA. PROSTALAILOR! Cand s-a dat remiza la meciul lu' [PERS], ati vrut sa castige [PERS]? Cand era extrem de clar ca [PERS] merita sa castige. M-U-I-E taranilor infecti din [ORG]. BRAVO [PERS], o mare victorie!!!",ABUSE
16458,"ceea ce faceti nu e decat un lucru rau, ne-ati furat fotbalul de pe micile ecrane, acum stati doar voi si vizionati canalele gsptv.",OTHER
24918,Da simpt ceva in ceafa e mata...asa ca pantaloni jos..postaaaaaaaaaa,ABUSE
44425,"Am o intrebare.Cand veti scrie ziaristii de la cotidianele de sport un articol comun in care sa luati atitudine impotriva huliganilor care au aruncat cu brichete pe teren si din pacate pentru [ORG] au nimerit capul arbitrului.Pana acum nu am vazut asa ceva.Cred ca huliganii sunt foarte fericiti.
Sau luati atitudine doar cand sunt atacati ziaristii?Celelalte persoane nu conteaza?
As dori un raspuns,desi nu cred ca il voi primi.",OTHER
39339,so suit pisti pe cal si o plecat in [ORG] da.te in pzda [PERS] jos ca [ORG] nui a vostru :)),INSULT
13738,nu esti cu echipa in B ? ce treaba ai tu cu [ORG]?,OTHER
34822,"Bravo CLujeanule, ai perfecta dreptate, RESPECT U, U este adevarata echipa a [ORG] nu [ORG]-ul care este sustinuta de niste copii de bani gata sau de niste bozgori platiti.

Uitati-va ce galerie de kkt aveti voi [ORG]-istilor, mirositi groaznic a snobism, nu meritati primul loc, mai intai dovediti ca puteti trece de preliminarii apoi ridicati pretentii,,, si in sfarsiot s-a facut dreptate, dobitocul de [PERS] eliminat, prea o cauta cu lumanarea,.,,

FORTA [ORG], FORTA [ORG]..FORTA NATIONALISMUL",ABUSE
9252,"N-am nimic cu [PERS] si nici cu voi, astia de prin grant care va ziceti [ORG].
Dar parintii vostri au fost comunisti, fratii vostri, poate voi, juma de secol de comunism, inclusiv sefu' vostru investitor e un comunist. Mi se pare o lipsa totala de bun simt sa-i faci pe altii comunisti de parca tu ai fost dizident si ai luptat impotriva comunismului cu mana goala.
Pur si simplu doar un mod de-a te ascunde in spatele unor realitati care sunt ale noastre, ale tuturor. 
Rusine!",OTHER
24498,sa ma pish pe voi astia ce tot injuratzi boom....nu va place nu va bagatzi ce naighba. nu mai aveti voi somn daca boom cere 7 euro pe luna...cat dati pe cablu tampitilor ?,ABUSE
15695,"[PERS] esti o mizerie,pt [PERS] recomand extraveral!Forza [ORG],mereu in inima mea!",INSULT
14196,"@[PERS].
Aline su/gi maciuca fra*iere. Vi-o dam la bot pe unde va prindem suporter de ka/kat pentru cupe si flori cum sunt 99% dintre spurcatii de la cimitir.
@Grumpy.
Maninci ra/hat cu gura plina.
Sunteti doar niste pusti cor/diti pr*osti, ""suporteri"" de InterNet... niste handicapati mintal.
M/ooo/i/eeee [ORG].",ABUSE
19956,Si colac peste pupaza mai nou [ORG] are si patron arab si manager din domeniul bancar. Corsicane te asteapta vremuri grele. Nu cred ca o sa mai mearga japca care o faceai cu jucatorii. Acum trebuie sa decontezi toate berile care le bei la mizeria aia de bodega de la stadion.,OTHER
19828,"[PERS] vrea 3 puncte nemeritate. Hai sa il ajutam putin:
1.Comisia decide reducerea suspendarii jucatorilor Galateni, printre care s-au aflat si cei doi
2.[PERS] cere imperativ rejudecarea cazului si resuspendarea celor 2(ce atent este la regulament cand vine vorba de Otelul/echipa de provincie, sunt convins ca era liniste daca jucatorii apartineau unei echipe bucurestene, fara suparare)
3. Comisia nu se poate intruni, pe motiv de demisie a presedintelui
In concluzie, decizia Comisi",OTHER
12448,"mandru ca sunt [ORG] !!! si cand vad cati frati de-ai mei ii iau la mishto pe unguri, nu pot sa stau departe !! bravo [ORG] mei, mancati-i de vii pe ungurii astia fara tzara...",ABUSE
38675,"Am o parere, da' o pastrez pt mine ca-i valoroasa. 
Doresc doar sa comunic p-aici la [PERS] @ Co doar atat: Sunteti niste maimute cu masini scumpe, manelistilor. Unde va e onoarea? Campioana morala? Nuuuuu, campioana rusinii.
Aveti ce meritati HUOOOOOOOOOOOOOOOOOO",INSULT
12856,O SINGURA CONCLUZIE [PERS] NU ESTE ANTRENOR DE ECHIPA NATIONALA !!!!!!!!!!!!!,OTHER
32859,"s-a vazut dupa meciul cu [ORG] ca [ORG] intr-adevar e campioana, ""morala"". poate cand s-o lasa de regizari de genul: hai sa lasam loc pentru locul 3 sa nu castige [ORG] campionatul, atunci o sa iasa campiona :))",OTHER
4825819,cine naiba crezi ca vrea sa te vada pe tine / wc live ???,PROFANITY
21337,"m
u
i
e
s
t
e
a
u
a
m
u
i
e
i
l
i
e
i
l
i
i
l
i
e
p
u
l
a
i
n
c
u
r
s
a
-
t
i
f
i
e
!!!!!!!!!!hotilor!!!!!!!!",INSULT
25486,"TOTII taranii ..capsunarii.. cei care au copilarit cu vaca la pascut. cei cu patrunjel intre dintii ..ACCESTI SUNT suporterii [ORG] :)))! VOI CU [ORG] PT REZULTATE NOI CU [PERS] din MENTALITATE ...si apropo sa va  bag ""cei 23 de cm"" in crucile la . mortii vostrii de CAPSUNARII!!!",ABUSE
34818,"Hai ba, ce naiba, [ORG] sunt de mult cu gandul la vacanta si eventuale transferuri afara. [PERS] era ieri pe la cofetarie, si a luat de dulce pt 1 mai. Ma bucur ca le-am cedat meciul aradenilor ... sa-si faca si ei baremul.",PROFANITY
39920,"Vai de voi,antenistilor,nici golul n-ati fost in stare sa il prindeti in direct,vai mama voastra,sinteti cea mai jalnica televiziune din tara,cind ma gindesc ca ati cistigat licitatia,aoleu,mama...",OTHER
44087,"ce ma distreaza pe mine sunt [ORG] care sustin ca asta a fost blat.
pasaricilor colorate, blat ati facut cu [ORG]-ul,  acum doar ati jucat la adevarata valoare...
campionii morali, jajaja, it s killing me :P",ABUSE
34061,"decizia ca in [ORG] sa vedem cum se joaca la matineu ca sa-i cuminteasca pe toti si sa se apuce de fotbal nu de zaruri butoane si alte ""manareli""",OTHER
43361,"Cica ,[PERS] a stat izolat ,inainte de partida ,a mers la manastiri ,s-a spovedit si i-a zis unui duhovnic :""TAICA TREBUIE SA FIU CINSTIT ""?la care parintele i-a zis :""FIULE ,TREBUIE SA FI [ORG] ,CACI SI DUMNEZEU ESTE [ORG] ,SI TE IARTA  DACA FURI PTR [ORG] """,OTHER
150960,"Sa ai 29 e goluri (nu punem ce s-a dat cu japca)+ 3 marcate de [PERS] si sa strigi ca te duci in Ch. Ligue, e deja nebunie. Bine ca nu mai sunt aia de la Pro, sa vada in ZERO la TREI un rezultat bun:)).Dracu'  , la cum joaca olandezii si italienii in [ORG], nici sa stati in tribune nu sunteti buni:)))Auzi ,acu-i cumpara pe astia!!!Si completeaza!!! Hai, succes!!:))))",PROFANITY
22337,"esti nemultumit de comentarii [PERS]?
dar ce vrei sa facem aici? filozofie?
sau te mai cheama si [PERS] si ai apucaturile lui?
:)))))))))))",OTHER
18424,bai nea [PERS] dute in serbia si lasane cu vrajeala,OTHER
17148,"Ai uitat MM cand erai in curtea aurolacilor, atunci era bun "" [PERS] infractoru"", tu ai plecat pe cand el a ramas fidel oierului.",INSULT
37325,domniilor jurnalisti frumos aricol de prima pagina sportiva [ORG] castiga campionata si voi tot o dati cu mita si cu spaga si cu bani care de vreo trei zile stia tot poporul ca sunt pe drum spre [ORG].  MA MIR CUM DE NU SA GASIT CINEVA SA FURE VALIZA!!!! FITI PE FAZA DATA VIITOARE!!!!!,OTHER
33948,Lipitilor copiati si voi ce ati vazut in Gencea??? Sunteti penibili.E mai marfa asa:[ORG]...........muiee    [ORG]..........muie,INSULT
12321,"Ati facut tactica impreuna cu [PERS] [PERS]. Argaseala asta parca este fratele lui Boc daca stranuta sefii lor, ei se stearg la nas.",OTHER
25434,scrie daca esti din [ORG] sati arat [ORG] frustat o sa va sarbtoriti titlul in afara [ORG] ca va rupem,ABUSE
9432,"lol ma romane rpd u cu gura ... o luato [ORG] .... fix pl naveti ce scrie ....
rau de tot",OTHER
44451,ai uitat de furturi! 1 punct e rezonabil? De fapt probabil te referi la statistica [ORG] in care [ORG] a iesit pe primul loc daca te uiti de la coada la cap,OTHER
25108,Bai [PERS] mai bine sa stea j egosii in B ca nu merita.Echipa adevarata a PLOIESTIULUI e [ORG] [ORG]'52 nu ratatii aia!,INSULT
40967,Vorbim si noi aici ca nu avem ce face tot ei au milioanele nu va mai amagiti aducetiva aminte ce parere are [PERS] despre suporteri.,OTHER
12013,"CULMEA  IRONIEI : SA TE FURE UN ARBITRU PE PROPRIUL TEREN.
SI CU CRF SI AZI CU [ORG], SA VEDEM CUM O  SA FIE ARBITRAJUL CU [ORG].
URA SI LA GARA.
 [PERS]  NUMAI DE BINE
[PERS]  =  CEL MAI DESTEPT .",OTHER
43258,"cu parere de rau trebuie sa spun in momentu de fata dica nu are ce cauta in primul 11,[PERS] e peste el..dica joaca titular la [ORG] doar ptr k a facut ce a facut ptr noi dar in momentul de fata pe teren saracu e NUL.....mai bine sa il dea e mai bine si ptr noi si ptr el..as fi preferat k dica sa fie mai bun k [PERS] k e roman de al meu dar saracu de cand s a accidentat si a stat 6 luni e varza varza..mai rau incurca...sa nu imi amintesc de meciu cu [PERS] cand a avut 2 ocazii mari la 0-0",OTHER
27161,"Sa vezi cretinule,idiotule,retardatule,hotule,cati pumni vei primi cu Universitatea si [PERS].!!!Te-a lasat balta Dumnezeul tau,chiar cand credeai ca esti cel mai tare.",ABUSE
9524,"Felicitari d-le Popa! Asisderea si baietilor! Ati dovedit ce inseamna fotbalul curat! N-a fost penalty? Dar cele 2, 3 , dinainte de asta? Dar cel cu [PERS] ? Slovenul stie sa dribleze si aia din apararea [ORG] au ramas ca la dentist unul agatindu-i din greseala piciorul ...dar in careul de pedeapsa! Pe [ORG] ati batut-o cind a inscris Onofras de la 500 metri dar ...a fost offside !!! Daca -i invingeti in [ORG] cred ca le puteti lua locul intr-o Cupa Europeana...! [ORG] joaca excelent!",OTHER
39784,"dle [PERS] amai spus ,[PERS] este antrenor de mana a doua,a jucat si antrenat mult timp la [PERS],nu poate cistiga un joc cu miza mare fara ajutorul arbitrilor.",OTHER
25646,"UITE CINE VORBESTE [PERS], FEMEIA CARE FUGEA SI ISI INDEMNA COECHIPIERI SA IASA AFRA CAND SA ARUNCAT CU BRICHETA IN STADION, DACA ERAI BARBAT FATLAULE NU FUGEAI CA MUERILE DE PE GAZON, SI CONTINUAI LUPTA PE TERN CUM FACE ORICE SPORTIV DE VALOARE NU CA VOI NISTE TARFE DE ULTIMA SPETA, MA MIR CUM AI CURAJ SA VORBESTI DE BARBATIE NERUSINATULE, VRETI VICTORII LA MASA VERDE CURVELOR SI VA DATI MARI BARBATI, SUNTETI NISTE CURVE FARA CARACTER. BRAVO RADA.",ABUSE
10023,Am si eu o intrebare:de unde pot sa cumpar un tricoul al echipei nationale?,OTHER
31986,[ORG] a luat titlu din mila lui [ORG] si [PERS] care s-au lasat batute....jocul lor e de cacat iar tiganu' ala de [PERS] s-a trezit peste noapte sef de satra,ABUSE
33217,ahahaha... asa esti si asa vei ramane mereu imbecilule un ANOMIM!,ABUSE
18114,"tin cu [ORG],da' nu sunt fanatic si sincer mi-e scarba de ei sezonul asta,d toti...nu meritam in competitii europenek suntem prea tigani",ABUSE
40243,ca de obicei beneficiul afacerilor este mai presus de interesul telespectatorului!,OTHER
34149,"mai fitosilor de ce nu recunoasteti public ca nu aveti tehnica necesara si comentatori sa comenteze simultan AVETI ALOCATE 3 FREGVENTE ,DATI-LE NUMAI VIDEO FARA COMENTARIU MACAR SA VEDEM IMAGINI.SI INCA CEVA DE CE NU SCRITI CINE CU CINE JOACA ,MINUTUL ,SCORUL CA DOAR SUNTETI DIN ACELASI TRUST FARA CONCURENTA.NU STIU CE FACE OPC SI CNA.ce faceti voi se numeste ingradirea informatiiei.ALOO SE AUDE?",OTHER
8884,"anonimule....IMPUSKTE...DA-TE DRAQ...CU [ORG]"" TAU....",ABUSE
22409,[PERS] a debutat la 18 ani la nationala! si esti dobitoc tu-l vezi ce fizic are cum sa joace asta de la varsta lui! o fi bun nu l-am vazut poate fi cum zici u gen [PERS](mie nu-mi place [PERS]) ..dar nu poate sa faca fata la un nivel atat de ridicat!,INSULT
40023,"sunt ungur si sug p.u.l.a
sunt ungur si sug p.u.l.a
sunt ungur si sug p.u.l.a
sunt ungur si sug p.u.l.a
sunt ungur si sug p.u.l.a",ABUSE
23535,"Haideti sa fim seriosi. Blat ordinar, dar deh, nu se scrie decat despre [ORG]. 

   Uitati-va la golul lui [PERS], faza de cascadorii rasului. Cu [ORG] si [ORG] erau in stare sa rupa picioare, cu [ORG] au stat ""capra"". 

  Cine se bucura de o astfel de victorie este ori inconstient ori [ORG].

  Domnilor de la [ORG], de ce nu analizati meciul cum trebuie? Sunteti patetici cu articolele voastre anti-[ORG] scrise la comanda pe bani grei.

   Mi-e scarba!",OTHER
17062,si cu Rada cum ramane - paraca-ti place cea facut :)) :)) :)),OTHER
16542,"mie imi vine sa rad de sondajul ala...credeti ca [ORG]-[ORG] va fi blat?...mi-ar placea sa vad in marca o intrebare d-asta, sau in gazzetta dello sport...:))))))...oricum nu e vina voastra....la noi inca se practica meciuri jucate din ""priviri"".",OTHER
35220,"[ORG] = cur,va fu,tuta rasare 
[ORG] = cur,va fu,tuta rasare 
[ORG] = cur,va fu,tuta rasare 
[ORG] = cur,va fu,tuta rasare",ABUSE
34292,"cei care isi vand biletele sa imi ia kuku la tranta
mortii mamii voastre",INSULT
10772,"Nu [PERS] e problema, ci antrenorul. [ORG] n-a mai avut antrenor dupa ce a plecat Protasov si apoi Oli. [PERS] a fost mare jucator, dar n-a demonstrat nimic deocamdata ca antrenor. Laca la fel. [ORG] are nevoie de antrenor bun, atat.",OTHER
20943,"infiintez [ORG] anti [PERS]!!! sa starpim cancerul din fotbal!!!!    [ORG] rusinea tarii
[PERS] are c(r)aracter de cersetor la metrou---ii lipseste punga de aurolac----echipa de cersetori cu cei mai prosti suporteri din tara!!!!!!!!!!!!!",INSULT
18455,"Asta care a scris mai jos, latri doar cand esti in grup, cred ca fatza in fatza esti cel mai mare retardat posibil. Tu si altzii ca tine, care nu puteti sa sustinetzi [ORG] altfel decat prin injuraturi, va doresc exact ceea ce sustineti.",ABUSE
26751,ce sa coate bre [PERS] la nationala sa ne faca numa de rusine cu atitudinea lui de t.i.g.a.n prost m...u...i....e c.f.r,ABUSE
23234,"nu inteleg ce au unii cu altii , eu sunt din [ORG] si tin cu [ORG] , dar daca ar fi si Extensiv (ca exemplu) m-as bucura pt ei in loc de [ORG]/[PERS] etc ...asta numa rahatu ala de berbecali a bagat hara intre toti , ca aia sunt ungurii si aia [ORG] ...tampenii. eu unul prefer sa ia campionatul [ORG] si [ORG] sa joaca si ea in UCL pt a avea 2 echipe acolo sus. pt noi (ca romani) e bine ...decat niste tiganica [PERS] mai bine altii.",ABUSE
23773,dak vulturu bekali zice ca se va ridica bekchali tv pac-pac ma duc sa ma cac,PROFANITY
